0
15
24
101919 0.010085525 0.032027178 0.018824873 0.060937576
	 [3, 3, 3, 32] 	 -0.23058002
	 [32] 	 0.002718311
	 [32] 	 -0.0030237774
	 [3, 3, 32, 64] 	 -0.29962447
	 [64] 	 -0.0011875886
	 [64] 	 0.0027720586
	 [1, 1, 64, 32] 	 0.4134095
	 [32] 	 -0.0017283321
	 [32] 	 -0.0012006459
	 [3, 3, 32, 64] 	 0.098851606
	 [64] 	 -0.0016312792
	 [64] 	 -0.00029074575
	 [3, 3, 64, 128] 	 -0.3096169
	 [128] 	 -0.0016201688
	 [128] 	 -0.0021607263
	 [1, 1, 128, 64] 	 0.11903882
	 [64] 	 0.0011304336
	 [64] 	 0.0037680296
	 [1, 1, 128, 64] 	 -0.10713195
	 [64] 	 0.010636921
	 [64] 	 0.0013753987
	 [1, 1, 64, 64] 	 -0.017313821
	 [64] 	 -0.0015378159
	 [64] 	 0.0012977893
	 [3, 3, 64, 64] 	 -0.18904886
	 [64] 	 -0.016491836
	 [64] 	 -0.0056107193
	 [1, 1, 64, 64] 	 -0.12003286
	 [64] 	 0.0032577012
	 [64] 	 -0.0044387826
	 [3, 3, 64, 64] 	 0.8078781
	 [64] 	 0.0059189484
	 [64] 	 0.0048052627
	 [1, 1, 64, 64] 	 0.020711303
	 [64] 	 -0.0096406555
	 [64] 	 0.00070140907
	 [1, 1, 128, 128] 	 -0.19253972
	 [128] 	 0.010510499
	 [128] 	 0.0067512887
	 [3, 3, 128, 256] 	 -0.22312728
	 [256] 	 0.0051453514
	 [256] 	 -0.00095034903
	 [1, 1, 256, 128] 	 -0.08376337
	 [128] 	 -0.0077592945
	 [128] 	 0.00020181446
	 [1, 1, 256, 128] 	 0.20946175
	 [128] 	 0.028937759
	 [128] 	 0.012857726
	 [1, 1, 128, 128] 	 -0.5381001
	 [128] 	 0.0018058068
	 [128] 	 0.0044384953
	 [3, 3, 128, 128] 	 0.90784174
	 [128] 	 -0.011814402
	 [128] 	 -0.005541683
	 [1, 1, 128, 128] 	 -0.23980415
	 [128] 	 -0.0012785336
	 [128] 	 0.0009860753
	 [3, 3, 128, 128] 	 0.5406594
	 [128] 	 0.007961874
	 [128] 	 0.00510806
