0
15
24
101919 0.0101242056 0.0320830569 0.0188297816 0.0610370412
	 [3 3 3 32] 	 0.225436479
	 [32] 	 0.000296047365
	 [32] 	 5.67170064e-05
	 [3 3 32 64] 	 0.0722949505
	 [64] 	 0.000162137134
	 [64] 	 4.13950074e-05
	 [1 1 64 32] 	 0.0193558838
	 [32] 	 9.2797869e-05
	 [32] 	 2.07402554e-05
	 [3 3 32 64] 	 0.0553222522
	 [64] 	 3.8636761e-05
	 [64] 	 2.47574462e-05
	 [3 3 64 128] 	 0.0769179389
	 [128] 	 0.000357494893
	 [128] 	 6.12718213e-05
	 [1 1 128 64] 	 0.0257800296
	 [64] 	 0.000236094682
	 [64] 	 6.63273167e-05
	 [1 1 128 64] 	 0.0165933687
	 [64] 	 0.000331191637
	 [64] 	 3.50641858e-05
	 [1 1 64 64] 	 0.010738587
	 [64] 	 5.79960615e-05
	 [64] 	 1.90405e-05
	 [3 3 64 64] 	 0.0316235125
	 [64] 	 0.000128640051
	 [64] 	 4.95638415e-05
	 [1 1 64 64] 	 0.0129609769
	 [64] 	 8.52711528e-05
	 [64] 	 2.05326887e-05
	 [3 3 64 64] 	 0.027797319
	 [64] 	 4.94884e-05
	 [64] 	 2.27536948e-05
	 [1 1 64 64] 	 0.0163638853
	 [64] 	 0.000117679228
	 [64] 	 3.72978393e-05
	 [1 1 128 128] 	 0.0386144258
	 [128] 	 0.000394177216
	 [128] 	 0.0001228982
	 [3 3 128 256] 	 0.0852853954
	 [256] 	 0.00037361763
	 [256] 	 7.90527411e-05
	 [1 1 256 128] 	 0.0173937678
	 [128] 	 0.000126324434
	 [128] 	 3.19467654e-05
	 [1 1 256 128] 	 0.0301309526
	 [128] 	 0.00043281028
	 [128] 	 3.32080672e-05
	 [1 1 128 128] 	 0.0106202681
	 [128] 	 3.21324915e-05
	 [128] 	 1.0484704e-05
	 [3 3 128 128] 	 0.0366660655
	 [128] 	 0.000113452938
	 [128] 	 4.19011412e-05
	 [1 1 128 128] 	 0.0127107296
	 [128] 	 3.39351245e-05
	 [128] 	 1.16904366e-05
	 [3 3 128 128] 	 0.0344707295
	 [128] 	 0.000119970005
	 [128] 	 4.44915131e-05
	 [1 1 128 128] 	 0.0149612986
	 [128] 	 3.6510377e-05
	 [128] 	 1.3555461e-05
	 [3 3 128 128] 	 0.0344399363
	 [128] 	 0.000105037157
	 [128] 	 3.09038587e-05
	 [1 1 128 128] 	 0.0142576061
	 [128] 	 4.62408643e-05
	 [128] 	 1.44181204e-05
	 [3 3 128 128] 	 0.032363221
	 [128] 	 5.38089735e-05
	 [128] 	 1.94847598e-05
	 [1 1 128 128] 	 0.0131098321
	 [128] 	 5.2537569e-05
	 [128] 	 1.63093755e-05
	 [3 3 128 128] 	 0.0281909797
	 [128] 	 4.95507e-05
	 [128] 	 1.53092897e-05
	 [1 1 128 128] 	 0.012046298
	 [128] 	 6.12649455e-05
	 [128] 	 1.76233698e-05
	 [3 3 128 128] 	 0.0258867666
	 [128] 	 2.90715434e-05
	 [128] 	 8.62361139e-06
