0
15
24
101919 0.0101242056 0.0320830569 0.0188297816 0.0610370412
	 [3 3 3 32] 	 -0.180481821
	 [32] 	 0.0027246098
	 [32] 	 -0.00319046178
	 [3 3 32 64] 	 -0.291899592
	 [64] 	 -0.00185270607
	 [64] 	 0.00258703949
	 [1 1 64 32] 	 0.410431027
	 [32] 	 -0.00181006128
	 [32] 	 -0.00115262507
	 [3 3 32 64] 	 0.124177471
	 [64] 	 -0.0012975065
	 [64] 	 -0.000189665705
	 [3 3 64 128] 	 -0.324943
	 [128] 	 -0.00155444723
	 [128] 	 -0.00225120364
	 [1 1 128 64] 	 0.117664404
	 [64] 	 0.00111379474
	 [64] 	 0.00384756853
	 [1 1 128 64] 	 -0.109112643
	 [64] 	 0.0105672125
	 [64] 	 0.00165219791
	 [1 1 64 64] 	 -0.0235650279
	 [64] 	 -0.00151498662
	 [64] 	 0.001396999
	 [3 3 64 64] 	 -0.204079747
	 [64] 	 -0.0167733058
	 [64] 	 -0.00573150394
	 [1 1 64 64] 	 -0.125200987
	 [64] 	 0.00304567721
	 [64] 	 -0.00429103058
	 [3 3 64 64] 	 0.81330663
	 [64] 	 0.00596089475
	 [64] 	 0.00470728893
	 [1 1 64 64] 	 0.0210686736
	 [64] 	 -0.00980646722
	 [64] 	 0.00068704586
	 [1 1 128 128] 	 -0.198176712
	 [128] 	 0.0103242658
	 [128] 	 0.00682325847
	 [3 3 128 256] 	 -0.235900044
	 [256] 	 0.00510513876
	 [256] 	 -0.00102868339
	 [1 1 256 128] 	 -0.090319559
	 [128] 	 -0.00738023501
	 [128] 	 0.000406152569
	 [1 1 256 128] 	 0.197419733
	 [128] 	 0.0303432681
	 [128] 	 0.0132120075
	 [1 1 128 128] 	 -0.524637103
	 [128] 	 0.00182922278
	 [128] 	 0.00439618528
	 [3 3 128 128] 	 0.900891662
	 [128] 	 -0.0121731162
	 [128] 	 -0.00588422641
	 [1 1 128 128] 	 -0.240989953
	 [128] 	 -0.00121241959
	 [128] 	 0.00100734248
	 [3 3 128 128] 	 0.564194441
	 [128] 	 0.00790463109
	 [128] 	 0.0051754443
	 [1 1 128 128] 	 -0.312592715
	 [128] 	 0.000971945468
	 [128] 	 0.00168540911
	 [3 3 128 128] 	 -0.353949428
	 [128] 	 -0.00310853613
	 [128] 	 0.00158609496
	 [1 1 128 128] 	 -0.424350083
	 [128] 	 0.000236558379
